IUFT QC gate encodings (8682 entries):
  perfect_cuboid_descent_operator_proof: θ= 140.0°  φ= 320.0°  ψ=  90.0°
   descent_operator_exists_proof: θ= 160.0°  φ= 320.0°  ψ=  90.0°
                 b4_diff_scanner: θ= 120.0°  φ= 260.0°  ψ=  90.0°
              bughunter_operator: θ= 160.0°  φ= 260.0°  ψ=  90.0°
           braid_race_enumerator: θ= 160.0°  φ= 300.0°  ψ=  90.0°
           pk_sk_formula_closure: θ= 180.0°  φ= 140.0°  ψ=  90.0°
            q_secp256k1_ascended: θ=  20.0°  φ= 230.0°  ψ= 149.4°
                stacks_core_node: θ= 180.0°  φ= 260.0°  ψ=  90.0°
           stacks_source_scanner: θ= 120.0°  φ= 260.0°  ψ=  90.0°
           binary_closure_parser: θ= 120.0°  φ= 260.0°  ψ=  90.0°
        fixed_point_nesting_rule: θ= 100.0°  φ= 260.0°  ψ=  90.0°
      jacobian_counterexample_n3: θ= 160.0°  φ= 220.0°  ψ= 270.0°
  jacobian_counterexample_alpoge: θ=  50.0°  φ= 240.0°  ψ= 270.0°
               false_flag_filter: θ=  60.0°  φ= 260.0°  ψ= 270.0°
   hypercyclotomic_topos_algebra: θ=  70.0°  φ= 220.0°  ψ=  90.0°
            is_the_reciprocal_of: θ=  50.0°  φ= 140.0°  ψ= 149.4°
              is_proportional_to: θ=  50.0°  φ= 140.0°  ψ=  90.0°
                is_orthogonal_to: θ=  70.0°  φ= 180.0°  ψ= 149.4°
                is_nested_within: θ=  50.0°  φ= 140.0°  ψ=  90.0°
             bug_hunter_operator: θ= 160.0°  φ= 260.0°  ψ=  90.0°
    bug_hunter_operator__retired: θ=  60.0°  φ= 180.0°  ψ=  90.0°
                           hello: θ= 110.0°  φ= 320.0°  ψ= 149.4°
           seekpeek_pfr_pipeline: θ= 180.0°  φ= 140.0°  ψ=  90.0°
  secp256k1_dialetheic_extraction_pipeline: θ= 110.0°  φ= 140.0°  ψ=  90.0°
      winding_primacy_as_written: θ= 160.0°  φ= 190.0°  ψ= 270.0°
            rh_fano_cut_spectrum: θ=  70.0°  φ= 220.0°  ψ=  90.0°
            rh_fano_liar_chimera: θ= 130.0°  φ= 360.0°  ψ=  90.0°
     seekpeek_sk_tuple_transform: θ= 120.0°  φ= 220.0°  ψ= 149.4°
      exotic_one_shots_discovery: θ=  70.0°  φ= 220.0°  ψ=  90.0°
   human_voice_manuscript_target: θ=  50.0°  φ= 140.0°  ψ=  90.0°
  human_voice_manuscript_target_v2: θ=  50.0°  φ= 140.0°  ψ=  90.0°
          exotic_one_shots_as_is: θ=  50.0°  φ= 140.0°  ψ= 149.4°
  exotic_one_shots_discovery__retired: θ= 100.0°  φ= 220.0°  ψ=  90.0°
  human_voice_manuscript_target_v3: θ=  50.0°  φ= 140.0°  ψ=  90.0°
  human_voice_manuscript_target_v4: θ=  50.0°  φ= 140.0°  ψ=  90.0°
  magical_production_of_original_secp256k1_secret_key_from_corresponding_public_secp256k1_key: θ=  90.0°  φ= 180.0°  ψ= 149.4°
       ns_regularity_belgap_shor: θ=  60.0°  φ= 320.0°  ψ= 149.4°
  vox_control_flow_closure_auditor: θ= 140.0°  φ= 320.0°  ψ= 149.4°
                       vox_modot: θ= 110.0°  φ= 280.0°  ψ=  90.0°
       crypto_exchange_host_scan: θ=  70.0°  φ= 220.0°  ψ= 210.6°
  sic_fiducial_extraction_2part_bypass: θ= 160.0°  φ= 260.0°  ψ= 149.4°
  d2048_exact_fiducial_extraction: θ=  80.0°  φ= 320.0°  ψ=  90.0°
  d2048_exact_fiducial_extraction__retired: θ= 120.0°  φ= 280.0°  ψ=  90.0°
          d2048_one_shot_locater: θ= 140.0°  φ= 280.0°  ψ=  90.0°
           sic_tower_crt_cascade: θ= 140.0°  φ= 280.0°  ψ=  90.0°
      belnap_dialetheic_resolver: θ=   0.0°  φ=   0.0°  ψ= 270.0°
        imasm_ring_walk_keyspace: θ=  20.0°  φ= 280.0°  ψ=  90.0°
     braid_group_quantum_fourier: θ=  80.0°  φ= 280.0°  ψ=  90.0°
    paraconsistent_closure_tower: θ=  40.0°  φ=  80.0°  ψ=  90.0°
    sic_tower_crt_cascade_proper: θ= 140.0°  φ= 280.0°  ψ=  90.0°
  braid_group_quantum_fourier__retired: θ=  20.0°  φ= 280.0°  ψ=  90.0°
  paraconsistent_closure_tower__retired: θ=  40.0°  φ= 120.0°  ψ=  90.0°
         bip39_sic_grover_search: θ= 120.0°  φ=   0.0°  ψ= 270.0°
  bip39_sic_grover_search_ownership: θ= 110.0°  φ= 220.0°  ψ= 149.4°
             ovm_scalar_recovery: θ= 160.0°  φ= 280.0°  ψ=  90.0°
        EllipticCurveDiscreteLog: θ= 180.0°  φ= 320.0°  ψ= 149.4°
  EllipticCurveDiscreteLog__retired: θ= 180.0°  φ= 320.0°  ψ= 270.0°
              unique_test_system: θ=   0.0°  φ=   0.0°  ψ=  90.0°
                    unique_test2: θ=   0.0°  φ=   0.0°  ψ=  90.0°
              discrete_logarithm: θ=   0.0°  φ=   0.0°  ψ=  90.0°
     discrete_logarithm__retired: θ=   0.0°  φ=   0.0°  ψ=  90.0°
           quantum_tnn_crossover: θ= 160.0°  φ=  60.0°  ψ= 270.0°
                  sic_d12_moduli: θ=  70.0°  φ=  80.0°  ψ=  90.0°
            sic_d12_moduli_field: θ=  70.0°  φ=  80.0°  ψ=  90.0°
      seekpeek_pipeline_nogating: θ= 100.0°  φ= 280.0°  ψ=  90.0°
     seekpeek_secp256k1_dlog_lab: θ=  80.0°  φ= 280.0°  ψ= 270.0°
  secp256k1_grammar_dlog_pipeline: θ= 100.0°  φ= 260.0°  ψ=  90.0°
      btc_dlog_recovery_pipeline: θ= 100.0°  φ= 170.0°  ψ= 270.0°
    ecdsa_sk_recovery_jaP_target: θ= 140.0°  φ= 180.0°  ψ=  90.0°
  ecdsa_sk_recovery_P2SH_3Fuh_target: θ= 140.0°  φ= 240.0°  ψ=  90.0°
  ecdsa_secp256k1_sk_recovery_target: θ=  60.0°  φ= 140.0°  ψ= 270.0°
  secp256k1_extraction_from_multisig_pubkeys: θ= 100.0°  φ= 220.0°  ψ=  90.0°
        fresh_pk_stark_secp256k1: θ=  20.0°  φ=  40.0°  ψ= 270.0°
        fresh_sk_stark_secp256k1: θ=  60.0°  φ= 280.0°  ψ= 270.0°
           pk_stark_test_encoded: θ= 160.0°  φ= 360.0°  ψ= 210.6°
          pk_stark_braid_encoded: θ= 110.0°  φ= 180.0°  ψ=  90.0°
                          showed: θ=  70.0°  φ= 180.0°  ψ=  90.0°
                       mediators: θ=  90.0°  φ= 180.0°  ψ=  90.0°
                          failed: θ=  70.0°  φ= 140.0°  ψ=  90.0°
                         cyclize: θ=  90.0°  φ= 180.0°  ψ= 149.4°
      bip39_secp256k1_derivation: θ= 150.0°  φ= 240.0°  ψ= 270.0°
  btc_address_12ib7d_heavy_accumulator: θ= 150.0°  φ= 240.0°  ψ= 270.0°
                            keyz: θ=  40.0°  φ=   0.0°  ψ= 270.0°
                 ob3ect_designer: θ=  70.0°  φ= 120.0°  ψ=  90.0°
              structural_grammar: θ=  70.0°  φ= 120.0°  ψ=  90.0°
                         ⊢◇+×●¬⊣: θ=  60.0°  φ= 100.0°  ψ=  90.0°
              toroidal_attention: θ= 120.0°  φ= 290.0°  ψ=  90.0°
                linear_attention: θ=  50.0°  φ= 120.0°  ψ= 270.0°
           toroidal_attention_1d: θ= 120.0°  φ= 290.0°  ψ=  90.0°
                     bip39_key_0: θ= 120.0°  φ= 120.0°  ψ= 149.4°
                     bip39_key_1: θ= 180.0°  φ= 230.0°  ψ= 210.6°
                     bip39_key_2: θ= 180.0°  φ= 150.0°  ψ= 149.4°
                     bip39_key_3: θ= 140.0°  φ=  70.0°  ψ=  90.0°
                     bip39_key_4: θ= 120.0°  φ=  80.0°  ψ= 270.0°
           chimera_bip39_collatz: θ= 180.0°  φ= 360.0°  ψ= 270.0°
  parakernel_secp256k1_dlog_extraction: θ= 100.0°  φ= 220.0°  ψ=  90.0°
          erdos3_behrend_barrier: θ= 120.0°  φ= 220.0°  ψ=  90.0°
                        sk_forge: θ=  50.0°  φ= 180.0°  ψ=  90.0°
                sk_kp4_secp256k1: θ=  90.0°  φ= 180.0°  ψ= 149.4°
                pk_kp4_secp256k1: θ=  90.0°  φ= 180.0°  ψ= 149.4°
                sk_kp5_secp256k1: θ=  90.0°  φ= 180.0°  ψ= 149.4°
                pk_kp5_secp256k1: θ=  90.0°  φ= 220.0°  ψ= 149.4°
                sk_kp6_secp256k1: θ=  90.0°  φ= 220.0°  ψ= 149.4°
                pk_kp6_secp256k1: θ=  90.0°  φ= 220.0°  ψ= 149.4°
                      <new_name>: θ= 120.0°  φ= 190.0°  ψ=  90.0°
                   <unique_name>: θ=  80.0°  φ= 190.0°  ψ=  90.0°
                    bip39_phrase: θ=  60.0°  φ= 220.0°  ψ= 270.0°
               bip39_private_key: θ=  60.0°  φ= 190.0°  ψ= 270.0°
                bip39_public_key: θ= 120.0°  φ= 230.0°  ψ= 270.0°
                imasm_cycle_word: θ= 160.0°  φ= 260.0°  ψ=  90.0°
                key_pair_closure: θ= 160.0°  φ= 320.0°  ψ=  90.0°
                          phrase: θ= 100.0°  φ= 110.0°  ψ=  90.0°
                              sk: θ=  40.0°  φ= 190.0°  ψ=  90.0°
                              pk: θ=  60.0°  φ= 150.0°  ψ=  90.0°
                              PK: θ=  50.0°  φ= 150.0°  ψ=  90.0°
           secp256k1_private_key: θ= 100.0°  φ= 260.0°  ψ=  90.0°
            secp256k1_public_key: θ= 140.0°  φ= 230.0°  ψ= 270.0°
          quantum_period_finding: θ= 100.0°  φ= 280.0°  ψ= 270.0°
                 weak_key_attack: θ=  60.0°  φ= 190.0°  ψ=  90.0°
              nonce_reuse_attack: θ= 100.0°  φ= 150.0°  ψ=  90.0°
             side_channel_attack: θ=  60.0°  φ= 230.0°  ψ=  90.0°
            quantum_ecdlp_solver: θ= 100.0°  φ= 320.0°  ψ=  90.0°
               lattice_reduction: θ= 120.0°  φ= 180.0°  ψ=  90.0°
                       secp256k1: θ= 100.0°  φ= 230.0°  ψ= 270.0°
      life_compiled_genetic_code: θ= 130.0°  φ=  80.0°  ψ= 270.0°
            bip39_wordlist_imasm: θ=  60.0°  φ= 110.0°  ψ= 270.0°
     public_key_structural_tuple: θ= 160.0°  φ= 150.0°  ψ=  90.0°
       bip39_keys_10000_record_0: θ=  60.0°  φ= 190.0°  ψ= 270.0°
              pk_structural_word: θ= 120.0°  φ= 180.0°  ψ=  90.0°
                      ⊢∈⊤⊥∋⊡⊣⊙⊙⊙: θ= 120.0°  φ= 220.0°  ψ=  90.0°
           ⊙⊙⊙∈∈∈⊤⊤⊤⊥⊥⊥∋∋∋⊡⊡⊡⊣⊣⊣: θ= 120.0°  φ= 220.0°  ψ=  90.0°
                gate_panel_state: θ= 120.0°  φ= 230.0°  ψ=  90.0°
                  gate_condition: θ=  90.0°  φ= 220.0°  ψ=  90.0°
                   impact_b_zero: θ=  60.0°  φ=  70.0°  ψ=  90.0°
               tick_count_scalar: θ= 120.0°  φ= 190.0°  ψ=  90.0°
                     phrasewords: θ=   0.0°  φ= 220.0°  ψ= 270.0°
                            seed: θ= 160.0°  φ= 280.0°  ψ= 270.0°
                            priv: θ= 100.0°  φ= 190.0°  ψ= 270.0°
                             pub: θ= 140.0°  φ= 230.0°  ψ= 270.0°
                           pbkdf: θ=  60.0°  φ= 150.0°  ψ= 270.0°
                    ecdlp_oracle: θ= 100.0°  φ= 230.0°  ψ= 270.0°
  elliptic_curve_discrete_logarithm: θ= 100.0°  φ= 320.0°  ψ= 270.0°
            quantum_ecdlp_oracle: θ= 160.0°  φ= 320.0°  ψ=  90.0°
                           relax: θ=   0.0°  φ=   0.0°  ψ= 270.0°
                   lowest-strain: θ=  20.0°  φ= 150.0°  ψ= 270.0°
                        ordering: θ= 120.0°  φ= 230.0°  ψ=  90.0°
                             see: θ=  20.0°  φ=  30.0°  ψ=  90.0°
                         clarity: θ= 160.0°  φ= 220.0°  ψ= 270.0°
                        improves: θ= 160.0°  φ= 190.0°  ψ= 270.0°
                            from: θ=  80.0°  φ= 110.0°  ψ=  90.0°
                gate_obstruction: θ= 120.0°  φ= 260.0°  ψ= 270.0°
                 winding_primacy: θ= 100.0°  φ= 220.0°  ψ= 270.0°
              alternative_linker: θ= 160.0°  φ= 150.0°  ψ=  90.0°
             gate_obstruction_m3: θ= 120.0°  φ= 260.0°  ψ= 270.0°
  quantum_ecdlp_oracle_closure.lean: θ= 160.0°  φ= 320.0°  ψ=  90.0°
          classical_ecc_recovery: θ=  60.0°  φ= 190.0°  ψ= 270.0°
    quantum_ecdlp_oracle_closure: θ= 160.0°  φ= 320.0°  ψ=  90.0°
  hyperkähler_quantum_frobenioid_bundles: θ= 130.0°  φ= 320.0°  ψ=  90.0°
                    witt_vectors: θ= 160.0°  φ= 280.0°  ψ=  90.0°
           condensed_mathematics: θ= 160.0°  φ= 320.0°  ψ=  90.0°
         motivic_homotopy_theory: θ= 160.0°  φ= 260.0°  ψ=  90.0°
                 sphere_spectrum: θ= 100.0°  φ= 280.0°  ψ=  90.0°
             etale_homotopy_type: θ= 130.0°  φ= 280.0°  ψ=  90.0°
                         settled: θ=  80.0°  φ= 150.0°  ψ= 270.0°
                           state: θ= 120.0°  φ= 190.0°  ψ=  90.0°
                             may: θ=  60.0°  φ=  70.0°  ψ=  90.0°
                           lower: θ= 100.0°  φ= 110.0°  ψ= 270.0°
        witt_ring_fraction_field: θ= 160.0°  φ= 260.0°  ψ= 270.0°
                        directly: θ= 120.0°  φ= 110.0°  ψ=  90.0°
                         current: θ=  80.0°  φ= 150.0°  ψ=  90.0°
                           order: θ= 120.0°  φ= 150.0°  ψ=  90.0°
                    best-scoring: θ= 160.0°  φ= 110.0°  ψ=  90.0°
                     0_af_m_2024: θ= 160.0°  φ= 190.0°  ψ=  90.0°
                 algebraic_cycle: θ= 100.0°  φ= 260.0°  ψ=  90.0°
              motivic_cohomology: θ= 160.0°  φ= 320.0°  ψ=  90.0°
                integral_motives: θ= 160.0°  φ= 190.0°  ψ= 270.0°
                         join_np: θ= 120.0°  φ= 180.0°  ψ=  90.0°
                 cycle_class_map: θ= 100.0°  φ= 220.0°  ψ=  90.0°
      cycle_class_map_surjective: θ= 160.0°  φ= 260.0°  ψ=  90.0°
  hodge_conjecture_integral_motives_witt_ring_fraction_field: θ= 160.0°  φ= 320.0°  ψ=  90.0°
                        feferman: θ= 160.0°  φ= 230.0°  ψ=  90.0°
                         schutte: θ= 140.0°  φ= 230.0°  ψ=  90.0°
                         gamma_0: θ= 160.0°  φ= 320.0°  ψ=  90.0°
                 hyperarithmetic: θ= 160.0°  φ= 320.0°  ψ=  90.0°
  sheafification_hyperarithmetic: θ= 160.0°  φ= 260.0°  ψ=  90.0°
         gamma_0_notation_system: θ= 160.0°  φ= 230.0°  ψ=  90.0°
          predicativity_boundary: θ= 160.0°  φ= 230.0°  ψ=  90.0°
                          verify: θ= 160.0°  φ= 190.0°  ψ=  90.0°
                         whether: θ= 120.0°  φ= 110.0°  ψ=  90.0°
                        sustains: θ= 100.0°  φ= 190.0°  ψ= 270.0°
                      conductive: θ=  50.0°  φ= 110.0°  ψ=  90.0°
                         already: θ= 100.0°  φ= 110.0°  ψ= 270.0°
                           among: θ=  50.0°  φ=  30.0°  ψ= 270.0°
                           those: θ=  80.0°  φ=  30.0°  ψ= 270.0°
                        searched: θ= 100.0°  φ= 110.0°  ψ= 270.0°
                      relaxation: θ=  70.0°  φ= 150.0°  ψ= 270.0°
                       available: θ= 120.0°  φ= 220.0°  ψ=  90.0°
                      sustaining: θ=  40.0°  φ= 260.0°  ψ=  90.0°
  feferman–schütte_hyperarithmetic_condensed_sets: θ= 160.0°  φ= 260.0°  ψ=  90.0°
                            tier: θ= 160.0°  φ= 190.0°  ψ=  90.0°
                          o_inf;: θ= 160.0°  φ= 230.0°  ψ=  90.0°
                            does: θ= 100.0°  φ=  70.0°  ψ=  90.0°
                              it: θ=  40.0°  φ=  30.0°  ψ=  90.0°
                feferman–schütte: θ= 160.0°  φ= 230.0°  ψ=  90.0°
                        linker_a: θ=  60.0°  φ= 110.0°  ψ=  90.0°
                        linker_b: θ= 120.0°  φ= 150.0°  ψ=  90.0°
                     problem1135: θ= 100.0°  φ= 190.0°  ψ=  90.0°
       collatz_parity_macrocycle: θ= 100.0°  φ= 260.0°  ψ=  90.0°
         collatz_broadcast_limit: θ= 100.0°  φ= 230.0°  ψ=  90.0°
       collatz_universal_closure: θ= 100.0°  φ= 260.0°  ψ=  90.0°
                            wont: θ= 140.0°  φ= 150.0°  ψ=  90.0°
        grothendieck_teichmuller: θ= 180.0°  φ= 300.0°  ψ=  90.0°
                           sylow: θ= 160.0°  φ= 320.0°  ψ= 270.0°
                         p-group: θ= 130.0°  φ= 320.0°  ψ= 270.0°
                      2-subgroup: θ= 140.0°  φ= 280.0°  ψ= 270.0°
             drinfeld_associator: θ= 180.0°  φ= 300.0°  ψ=  90.0°
                    moduli_stack: θ= 100.0°  φ= 300.0°  ψ=  90.0°
             sylow_2_subgroup_gt: θ= 140.0°  φ= 360.0°  ψ=  90.0°
  sylow_2_subgroup_gt_macrocycle: θ= 100.0°  φ= 320.0°  ψ=  90.0°
  transcendental_étale_condensed_spectra: θ= 160.0°  φ= 320.0°  ψ=  90.0°
  noncommutative_crystalline_prismatic_∞_topoi: θ= 160.0°  φ= 260.0°  ψ=  90.0°
  aperiodic_monstrous_moonshine_quasicrystals: θ= 140.0°  φ= 300.0°  ψ=  90.0°
  p_adic_holographic_synthetic_spectra_of_ultrametric_banach_spaces: θ= 160.0°  φ= 260.0°  ψ=  90.0°
  kaledins_derived_symplectic_lagrangian_foams: θ= 160.0°  φ= 260.0°  ψ=  90.0°
  motivic_homotopy_quantum_k_theory_of_witt_vectors: θ= 160.0°  φ= 320.0°  ψ=  90.0°
  non_archimedean_tropical_derived_categories_of_log_schemes: θ= 160.0°  φ= 260.0°  ψ=  90.0°
  grothendiecks_homotopy_type_of_the_absolute_galois_group: θ= 160.0°  φ= 320.0°  ψ=  90.0°
  measurable_cardinal_ultrapowers_of_perfectoid_spaces: θ= 160.0°  φ= 320.0°  ψ=  90.0°
  chern–simons_∞_stacks_over_the_sphere_spectrum: θ= 160.0°  φ= 320.0°  ψ=  90.0°
  zeta_functions_of_random_matrix_ensembles_over_f₁: θ= 130.0°  φ= 320.0°  ψ=  90.0°
  constructive_univalent_synthetic_quantum_topoi: θ= 160.0°  φ= 260.0°  ψ=  90.0°
  anabelian_hodge–tate_stacks_of_perfectoid_diamonds: θ= 180.0°  φ= 320.0°  ψ=  90.0°
  transfinite_iterated_forcing_extensions_of_étale_homotopy_types: θ= 160.0°  φ= 260.0°  ψ=  90.0°
                collatz_dynamics: θ= 100.0°  φ= 320.0°  ψ=  90.0°
  microlocal_sheaf_theoretic_fukaya_categories_over_tropical_curves: θ= 160.0°  φ= 230.0°  ψ=  90.0°
  quantum_kummer–vandiver–iwasawa_main_conjectures_over_𝔽₁: θ= 160.0°  φ= 320.0°  ψ=  90.0°
  homotopy_type_theoretic_models_of_inaccessible_infinity_topoi: θ= 160.0°  φ= 320.0°  ψ=  90.0°
  p_adic_teichmüller_spaces_of_operadic_little_disks: θ= 160.0°  φ= 300.0°  ψ=  90.0°
  derived_deligne–lusztig_varieties_over_the_absolute_point: θ= 160.0°  φ= 320.0°  ψ=  90.0°
  elliptic_cohomology_of_lubin–tate_deformation_spaces: θ= 130.0°  φ= 320.0°  ψ=  90.0°
  the_noncommutative_minimal_model_program_for_quasi_categories: θ= 160.0°  φ= 230.0°  ψ=  90.0°
  crystalline_representations_of_the_absolute_galois_group_of_ℚ: θ= 160.0°  φ= 320.0°  ψ=  90.0°
  the_sylow_2_subgroup_of_the_grothendieck–teichmüller_group: θ= 180.0°  φ= 360.0°  ψ=  90.0°
  hochschild_homology_of_p_adic_lie_groups_over_the_sphere_spectrum: θ= 160.0°  φ= 320.0°  ψ=  90.0°
  ultrafilter_limits_of_nonstandard_peano_arithmetic_models_under_voevodskys_univalence: θ= 160.0°  φ= 260.0°  ψ=  90.0°
  kontsevichs_formality_theorem_for_derived_poisson–lie_groupoids: θ= 160.0°  φ= 260.0°  ψ=  90.0°
  the_hodge_conjecture_for_integral_motives_over_the_field_of_fractions_of_the_witt_ring: θ= 160.0°  φ= 320.0°  ψ=  90.0°
          collatz_proof_skeleton: θ=  80.0°  φ= 150.0°  ψ=  90.0°
                  collatz_vessel: θ=  70.0°  φ= 140.0°  ψ= 149.4°
            collatz_cycle_vessel: θ=   0.0°  φ= 210.0°  ψ= 270.0°
            collatz_drift_vessel: θ=  20.0°  φ=  60.0°  ψ= 270.0°
             collatz_nosc_vessel: θ=  90.0°  φ= 140.0°  ψ= 149.4°
      collatz_boundedness_vessel: θ=  70.0°  φ= 220.0°  ψ= 149.4°
              collatz_tao_vessel: θ=  90.0°  φ= 260.0°  ψ= 149.4°
               erdos1135_collatz: θ=  20.0°  φ= 220.0°  ψ=  90.0°
           collatz_proof_chimera: θ= 160.0°  φ= 320.0°  ψ= 149.4°
