abandon	⊢⊢⊢⊢◻∋∋∈∈⊣⊥⊤  
𐑦𐑰𐑩𐑬𐑑𐑺𐑚𐑨⊙𐑫𐑳𐑟          1587	                   shoe               
𐑛𐑥𐑭𐑯𐑑𐑺𐑔𐑨𐑣𐑓𐑳𐑟          1588	                   shoot               
𐑨𐑥𐑩𐑹𐑑𐑺𐑲𐑨𐑮𐑒𐑕𐑟          1589	                   shop               
𐑼𐑥𐑭𐑗𐑑𐑺𐑚𐑣𐑢𐑖𐑕𐑟          1590	                   short               
𐑦𐑥𐑩𐑿𐑑𐑺𐑔𐑣𐑻𐑫𐑙𐑟          1591	                   shoulder               
𐑛𐑶𐑭𐑬𐑑𐑺𐑲𐑣⊙𐑓𐑳𐑟          1592	                   shove               
𐑨𐑶𐑽𐑯𐑑𐑺𐑚𐑵𐑣𐑒𐑕𐑟          1593	                   shrimp               
𐑼𐑶𐑭𐑹𐑑𐑺𐑔𐑵𐑮𐑖𐑕𐑟          1594	                   shrug               
𐑦𐑶𐑾𐑗𐑑𐑺𐑲𐑵𐑢𐑫𐑳𐑟          1595	                   shuffle               
𐑛𐑸𐑾𐑿𐑑𐑺𐑚𐑝𐑻𐑓𐑙𐑟          1596	                   shy               
𐑨𐑸𐑾𐑬𐑑𐑺𐑔𐑝⊙𐑒𐑳𐑟          1597	                   sibling               
𐑼𐑸𐑩𐑯𐑑𐑺𐑲𐑝𐑣𐑖𐑕𐑟          1598	                   sick               
𐑦𐑸𐑩𐑹𐑑𐑺𐑚𐑨𐑮𐑫𐑳𐑟          1599	                   side               
𐑛𐑡𐑭𐑗𐑑𐑘𐑔𐑨𐑢𐑓𐑙𐑟          1600	                   siege               
𐑨𐑡𐑭𐑿𐑑𐑘𐑲𐑨𐑻𐑒𐑕𐑟          1601	                   sight               
𐑼𐑡𐑩𐑬𐑑𐑘𐑚𐑣⊙𐑖𐑕𐑟          1602	                   sign               
𐑦𐑡𐑽𐑯𐑑𐑘𐑔𐑣𐑣𐑫𐑳𐑟          1603	                   silent               
𐑛𐑰𐑩𐑹𐑑𐑘𐑲𐑣𐑮𐑓𐑕𐑟          1604	                   silk               
𐑨𐑰𐑭𐑗𐑑𐑘𐑚𐑵𐑢𐑒𐑕𐑟          1605	                   silly               
𐑼𐑰𐑽𐑿𐑑𐑘𐑔𐑵𐑻𐑖𐑳𐑟          1606	                   silver               
𐑦𐑰𐑾𐑬𐑑𐑘𐑲𐑵⊙𐑫𐑙𐑟          1607	                   similar               
𐑛𐑥𐑽𐑯𐑑𐑘𐑚𐑝𐑣𐑓𐑳𐑟          1608	                   simple               
𐑨𐑥𐑭𐑹𐑑𐑘𐑔𐑝𐑮𐑒𐑳𐑟          1609	                   since               
𐑼𐑥𐑩𐑗𐑑𐑘𐑲𐑝𐑢𐑖𐑕𐑟          1610	                   sing               
𐑦𐑥𐑭𐑿𐑑𐑘𐑚𐑨𐑻𐑫𐑳𐑟          1611	                   siren               
𐑛𐑶𐑽𐑬𐑑𐑘𐑔𐑨⊙𐑓𐑳𐑟          1612	                   sister               
𐑨𐑶𐑾𐑯𐑑𐑘𐑲𐑨𐑣𐑒𐑕𐑟          1613	                   situate               
𐑼𐑶𐑾𐑹𐑑𐑘𐑚𐑣𐑮𐑖𐑕𐑟          1614	                   six               
𐑦𐑶𐑩𐑗𐑑𐑘𐑔𐑣𐑢𐑫𐑳𐑟          1615	                   size               
𐑛𐑸𐑭𐑿𐑑𐑘𐑲𐑣𐑻𐑓𐑳𐑟          1616	                   skate               
𐑨𐑸𐑽𐑬𐑑𐑘𐑚𐑵⊙𐑒𐑕𐑟          1617	                   sketch               
𐑼𐑸𐑾𐑯𐑑𐑘𐑔𐑵𐑣𐑖𐑕𐑟          1618	                   ski               
𐑦𐑸𐑭𐑹𐑑𐑘𐑲𐑵𐑮𐑫𐑕𐑟          1619	                   skill               
𐑛𐑡𐑩𐑗𐑑𐑘𐑚𐑝𐑢𐑓𐑕𐑟          1620	                   skin               
𐑨𐑡𐑭𐑿𐑑𐑘𐑔𐑝𐑻𐑒𐑕𐑟          1621	                   skirt               
𐑼𐑡𐑭𐑬𐑑𐑘𐑲𐑝⊙𐑖𐑕𐑟          1622	                   skull               
𐑦𐑡𐑩𐑯𐑑𐑘𐑚𐑨𐑣𐑫𐑕𐑟          1623	                   slab               
𐑛𐑰𐑩𐑹𐑑𐑘𐑔𐑨𐑮𐑓𐑕𐑟          1624	                   slam               
𐑨𐑰𐑭𐑗𐑑𐑘𐑲𐑨𐑢𐑒𐑳𐑟          1625	                   sleep               
𐑼𐑰𐑾𐑿𐑑𐑘𐑚𐑣𐑻𐑖𐑳𐑟          1626	                   slender               
𐑦𐑰𐑭𐑬𐑑𐑘𐑔𐑣⊙𐑫𐑳𐑟          1627	                   slice               
𐑛𐑥𐑭𐑯𐑑𐑘𐑲𐑣𐑣𐑓𐑳𐑟          1628	                   slide               
𐑨𐑥𐑽𐑹𐑑𐑘𐑚𐑵𐑮𐑒𐑕𐑟          1629	                   slight               
𐑼𐑥𐑩𐑗𐑑𐑘𐑔𐑵𐑢𐑖𐑕𐑟          1630	                   slim               
𐑦𐑥𐑽𐑿𐑑𐑘𐑲𐑵𐑻𐑫𐑳𐑟          1631	                   slogan               
𐑛𐑶𐑩𐑬𐑑𐑘𐑚𐑝⊙𐑓𐑕𐑟          1632	                   slot               
𐑨𐑶𐑩𐑯𐑑𐑘𐑔𐑝𐑣𐑒𐑕𐑟          1633	                   slow               
𐑼𐑶𐑭𐑹𐑑𐑘𐑲𐑝𐑮𐑖𐑕𐑟          1634	                   slush               
𐑦𐑶𐑭𐑗𐑑𐑘𐑚𐑨𐑢𐑫𐑕𐑟          1635	                   small               
𐑛𐑸𐑭𐑿𐑑𐑘𐑔𐑨𐑻𐑓𐑕𐑟          1636	                   smart               
𐑨𐑸𐑭𐑬𐑑𐑘𐑲𐑨⊙𐑒𐑳𐑟          1637	                   smile               
𐑼𐑸𐑭𐑯𐑑𐑘𐑚𐑣𐑣𐑖𐑳𐑟          1638	                   smoke               
𐑦𐑸𐑽𐑹𐑑𐑘𐑔𐑣𐑮𐑫𐑳𐑟          1639	                   smooth               
𐑛𐑡𐑭𐑗𐑑𐑘𐑲𐑣𐑢𐑓𐑕𐑟          1640	                   snack               
𐑨𐑡𐑭𐑿𐑑𐑘𐑚𐑵𐑻𐑒𐑳𐑟          1641	                   snake               
𐑼𐑡𐑩𐑬𐑑𐑘𐑔𐑵⊙𐑖𐑕𐑟          1642	                   snap               
𐑦𐑡𐑭𐑯𐑑𐑘𐑲𐑵𐑣𐑫𐑕𐑟          1643	                   sniff               
𐑛𐑰𐑩𐑹𐑑𐑘𐑚𐑝𐑮𐑓𐑕𐑟          1644	                   snow               
𐑨𐑰𐑩𐑗𐑑𐑘𐑔𐑝𐑢𐑒𐑳𐑟          1645	                   soap               
𐑼𐑰𐑽𐑿𐑑𐑘𐑲𐑝𐑻𐑖𐑳𐑟          1646	                   soccer               
𐑦𐑰𐑽𐑬𐑑𐑘𐑚𐑨⊙𐑫𐑙𐑟          1647	                   social               
𐑛𐑥𐑩𐑯𐑑𐑘𐑔𐑨𐑣𐑓𐑕𐑟          1648	                   sock               
𐑨𐑥𐑩𐑹𐑑𐑘𐑲𐑨𐑮𐑒𐑳𐑟          1649	                   soda               
𐑼𐑥𐑩𐑗𐑑𐑘𐑚𐑣𐑢𐑖𐑕𐑟          1650	                   soft               
𐑦𐑥𐑭𐑿𐑑𐑘𐑔𐑣𐑻𐑫𐑳𐑟          1651	                   solar               
𐑛𐑶𐑾𐑬𐑑𐑘𐑲𐑣⊙𐑓𐑙𐑟          1652	                   soldier               
𐑨𐑶𐑭𐑯𐑑𐑘𐑚𐑵𐑣𐑒𐑳𐑟          1653	                   solid               
𐑼𐑶𐑩𐑹𐑑𐑘𐑔𐑵𐑮𐑖𐑕𐑟          1654	                   solution               
𐑦𐑶𐑭𐑗𐑑𐑘𐑲𐑵𐑢𐑫𐑳𐑟          1655	                   solve               
𐑛𐑸𐑾𐑿𐑑𐑘𐑚𐑝𐑻𐑓𐑕𐑟          1656	                   someone               
𐑨𐑸𐑩𐑬𐑑𐑘𐑔𐑝⊙𐑒𐑕𐑟          1657	                   song               
𐑼𐑸𐑩𐑯𐑑𐑘𐑲𐑝𐑣𐑖𐑳𐑟          1658	                   soon               
𐑦𐑸𐑭𐑹𐑑𐑘𐑚𐑨𐑮𐑫𐑕𐑟          1659	                   sorry               
𐑛𐑡𐑩𐑗𐑑𐑘𐑔𐑨𐑢𐑓𐑕𐑟          1660	                   sort               
𐑨𐑡𐑩𐑿𐑑𐑘𐑲𐑨𐑻𐑒𐑳𐑟          1661	                   soul               
𐑼𐑡𐑭𐑬𐑑𐑘𐑚𐑣⊙𐑖𐑳𐑟          1662	                   sound               
𐑦𐑡𐑩𐑯𐑑𐑘𐑔𐑣𐑣𐑫𐑳𐑟          1663	                   soup               
𐑛𐑰𐑽𐑹𐑑𐑘𐑲𐑣𐑮𐑓𐑙𐑟          1664	                   source               
𐑨𐑰𐑭𐑗𐑑𐑘𐑚𐑵𐑢𐑒𐑳𐑟          1665	                   south               
𐑼𐑰𐑭𐑿𐑑𐑘𐑔𐑵𐑻𐑖𐑳𐑟          1666	                   space               
𐑦𐑰𐑭𐑬𐑑𐑘𐑲𐑵⊙𐑫𐑳𐑟          1667	                   spare               
𐑛𐑥𐑾𐑯𐑑𐑘𐑚𐑝𐑣𐑓𐑙𐑟          1668	                   spatial               
𐑨𐑥𐑭𐑹𐑑𐑘𐑔𐑝𐑮𐑒𐑕𐑟          1669	                   spawn               
𐑼𐑥𐑭𐑗𐑑𐑘𐑲𐑝𐑢𐑖𐑳𐑟          1670	                   speak               
𐑦𐑥𐑾𐑿𐑑𐑘𐑚𐑨𐑻𐑫𐑙𐑟          1671	                   special               
𐑛𐑶𐑭𐑬𐑑𐑘𐑔𐑨⊙𐑓𐑳𐑟          1672	                   speed               
𐑨𐑶𐑭𐑯𐑑𐑘𐑲𐑨𐑣𐑒𐑕𐑟          1673	                   spell               
𐑼𐑶𐑭𐑹𐑑𐑘𐑚𐑣𐑮𐑖𐑕𐑟          1674	                   spend               
𐑦𐑶𐑽𐑗𐑑𐑘𐑔𐑣𐑢𐑫𐑳𐑟          1675	                   sphere               
𐑛𐑸𐑭𐑿𐑑𐑘𐑲𐑣𐑻𐑓𐑳𐑟          1676	                   spice               
𐑨𐑸𐑽𐑬𐑑𐑘𐑚𐑵⊙𐑒𐑳𐑟          1677	                   spider               
𐑼𐑸𐑭𐑯𐑑𐑘𐑔𐑵𐑣𐑖𐑳𐑟          1678	                   spike               
𐑦𐑸𐑩𐑹𐑑𐑘𐑲𐑵𐑮𐑫𐑕𐑟          1679	                   spin               
𐑛𐑡𐑽𐑗𐑑𐑤𐑚𐑝𐑢𐑓𐑳𐑟          1680	                   spirit               
𐑨𐑡𐑭𐑿𐑑𐑤𐑔𐑝𐑻𐑒𐑕𐑟          1681	                   split               
𐑼𐑡𐑭𐑬𐑑𐑤𐑲𐑝⊙𐑖𐑳𐑟          1682	                   spoil               
𐑦𐑡𐑾𐑯𐑑𐑤𐑚𐑨𐑣𐑫𐑳𐑟          1683	                   sponsor               
𐑛𐑰𐑭𐑹𐑑𐑤𐑔𐑨𐑮𐑓𐑳𐑟          1684	                   spoon               
𐑨𐑰𐑭𐑗𐑑𐑤𐑲𐑨𐑢𐑒𐑕𐑟          1685	                   sport               
𐑼𐑰𐑩𐑿𐑑𐑤𐑚𐑣𐑻𐑖𐑕𐑟          1686	                   spot               
𐑦𐑰𐑭𐑬𐑑𐑤𐑔𐑣⊙𐑫𐑕𐑟          1687	                   spray               
𐑛𐑥𐑽𐑯𐑑𐑤𐑲𐑣𐑣𐑓𐑳𐑟          1688	                   spread               
𐑨𐑥𐑽𐑹𐑑𐑤𐑚𐑵𐑮𐑒𐑕𐑟          1689	                   spring               
𐑼𐑥𐑾𐑗𐑑𐑤𐑔𐑵𐑢𐑖𐑙𐑟          1690	                   spy               
𐑦𐑥𐑽𐑿𐑑𐑤𐑲𐑵𐑻𐑫𐑙𐑟          1691	                   square               
𐑛𐑶𐑾𐑬𐑑𐑤𐑚𐑝⊙𐑓𐑕𐑟          1692	                   squeeze               
𐑨𐑶𐑩𐑯𐑑𐑤𐑔𐑝𐑣𐑒𐑙𐑟          1693	                   squirrel               
𐑼𐑶𐑽𐑹𐑑𐑤𐑲𐑝𐑮𐑖𐑳𐑟          1694	                   stable               
𐑦𐑶𐑾𐑗𐑑𐑤𐑚𐑨𐑢𐑫𐑙𐑟          1695	                   stadium               
𐑛𐑸𐑭𐑿𐑑𐑤𐑔𐑨𐑻𐑓𐑕𐑟          1696	                   staff               
𐑨𐑸𐑭𐑬𐑑𐑤𐑲𐑨⊙𐑒𐑳𐑟          1697	                   stage               
𐑼𐑸𐑽𐑯𐑑𐑤𐑚𐑣𐑣𐑖𐑳𐑟          1698	                   stairs               
𐑦𐑸𐑭𐑹𐑑𐑤𐑔𐑣𐑮𐑫𐑕𐑟          1699	                   stamp               
𐑛𐑡𐑭𐑗𐑑𐑤𐑲𐑣𐑢𐑓𐑕𐑟          1700	                   stand               
𐑨𐑡𐑭𐑿𐑑𐑤𐑚𐑵𐑻𐑒𐑕𐑟          1701	                   start               
𐑼𐑡𐑭𐑬𐑑𐑤𐑔𐑵⊙𐑖𐑳𐑟          1702	                   state               
𐑦𐑡𐑩𐑯𐑑𐑤𐑲𐑵𐑣𐑫𐑕𐑟          1703	                   stay               
𐑛𐑰𐑭𐑹𐑑𐑤𐑚𐑝𐑮𐑓𐑳𐑟          1704	                   steak               
𐑨𐑰𐑭𐑗𐑑𐑤𐑔𐑝𐑢𐑒𐑳𐑟          1705	                   steel               
𐑼𐑰𐑩𐑿𐑑𐑤𐑲𐑝𐑻𐑖𐑕𐑟          1706	                   stem               
𐑦𐑰𐑩𐑬𐑑𐑤𐑚𐑨⊙𐑫𐑕𐑟          1707	                   step               
𐑛𐑥𐑽𐑯𐑑𐑤𐑔𐑨𐑣𐑓𐑙𐑟          1708	                   stereo               
𐑨𐑥𐑭𐑹𐑑𐑤𐑲𐑨𐑮𐑒𐑕𐑟          1709	                   stick               
𐑼𐑥𐑭𐑗𐑑𐑤𐑚𐑣𐑢𐑖𐑕𐑟          1710	                   still               
𐑦𐑥𐑭𐑿𐑑𐑤𐑔𐑣𐑻𐑫𐑕𐑟          1711	                   sting               
𐑛𐑶𐑭𐑬𐑑𐑤𐑲𐑣⊙𐑓𐑕𐑟          1712	                   stock               
𐑨𐑶𐑾𐑯𐑑𐑤𐑚𐑵𐑣𐑒𐑳𐑟          1713	                   stomach               
𐑼𐑶𐑭𐑹𐑑𐑤𐑔𐑵𐑮𐑖𐑳𐑟          1714	                   stone               
𐑦𐑶𐑭𐑗𐑑𐑤𐑲𐑵𐑢𐑫𐑳𐑟          1715	                   stool               
𐑛𐑸𐑭𐑿𐑑𐑤𐑚𐑝𐑻𐑓𐑕𐑟          1716	                   story               
𐑨𐑸𐑭𐑬𐑑𐑤𐑔𐑝⊙𐑒𐑳𐑟          1717	                   stove               
𐑼𐑸𐑩𐑯𐑑𐑤𐑲𐑝𐑣𐑖𐑳𐑟          1718	                   strategy               
𐑦𐑸𐑽𐑹𐑑𐑤𐑚𐑨𐑮𐑫𐑳𐑟          1719	                   street               
𐑛𐑡𐑽𐑗𐑑𐑤𐑔𐑨𐑢𐑓𐑳𐑟          1720	                   strike               
𐑨𐑡𐑽𐑿𐑑𐑤𐑲𐑨𐑻𐑒𐑕𐑟          1721	                   strong               
𐑼𐑡𐑩𐑬𐑑𐑤𐑚𐑣⊙𐑖𐑳𐑟          1722	                   struggle               
𐑦𐑡𐑾𐑯𐑑𐑤𐑔𐑣𐑣𐑫𐑳𐑟          1723	                   student               
𐑛𐑰𐑭𐑹𐑑𐑤𐑲𐑣𐑮𐑓𐑕𐑟          1724	                   stuff               
𐑨𐑰𐑾𐑗𐑑𐑤𐑚𐑵𐑢𐑒𐑳𐑟          1725	                   stumble               
𐑼𐑰𐑭𐑿𐑑𐑤𐑔𐑵𐑻𐑖𐑕𐑟          1726	                   style               
𐑦𐑰𐑾𐑬𐑑𐑤𐑲𐑵⊙𐑫𐑳𐑟          1727	                   subject               
𐑛𐑥𐑽𐑯𐑑𐑤𐑚𐑝𐑣𐑓𐑳𐑟          1728	                   submit               
𐑨𐑥𐑽𐑹𐑑𐑤𐑔𐑝𐑮𐑒𐑳𐑟          1729	                   subway               
𐑼𐑥𐑾𐑗𐑑𐑤𐑲𐑝𐑢𐑖𐑳𐑟          1730	                   success               
𐑦𐑥𐑩𐑿𐑑𐑤𐑚𐑨𐑻𐑫𐑕𐑟          1731	                   such               
𐑛𐑶𐑽𐑬𐑑𐑤𐑔𐑨⊙𐑓𐑳𐑟          1732	                   sudden               
𐑨𐑶𐑽𐑯𐑑𐑤𐑲𐑨𐑣𐑒𐑳𐑟          1733	                   suffer               
𐑼𐑶𐑭𐑹𐑑𐑤𐑚𐑣𐑮𐑖𐑳𐑟          1734	                   sugar               
𐑦𐑶𐑾𐑗𐑑𐑤𐑔𐑣𐑢𐑫𐑳𐑟          1735	                   suggest               
𐑛𐑸𐑩𐑿𐑑𐑤𐑲𐑣𐑻𐑓𐑳𐑟          1736	                   suit               
𐑨𐑸𐑽𐑬𐑑𐑤𐑚𐑵⊙𐑒𐑳𐑟          1737	                   summer               
𐑼𐑸𐑾𐑯𐑑𐑤𐑔𐑵𐑣𐑖𐑕𐑟          1738	                   sun               
𐑦𐑸𐑭𐑹𐑑𐑤𐑲𐑵𐑮𐑫𐑕𐑟          1739	                   sunny               
𐑛𐑡𐑽𐑗𐑑𐑤𐑚𐑝𐑢𐑓𐑳𐑟          1740	                   sunset               
𐑨𐑡𐑭𐑿𐑑𐑤𐑔𐑝𐑻𐑒𐑳𐑟          1741	                   super               
𐑼𐑡𐑽𐑬𐑑𐑤𐑲𐑝⊙𐑖𐑕𐑟          1742	                   supply               
𐑦𐑡𐑾𐑯𐑑𐑤𐑚𐑨𐑣𐑫𐑙𐑟          1743	                   supreme               
𐑛𐑰𐑩𐑹𐑑𐑤𐑔𐑨𐑮𐑓𐑳𐑟          1744	                   sure               
𐑨𐑰𐑾𐑗𐑑𐑤𐑲𐑨𐑢𐑒𐑙𐑟          1745	                   surface               
𐑼𐑰𐑭𐑿𐑑𐑤𐑚𐑣𐑻𐑖𐑳𐑟          1746	                   surge               
𐑦𐑰𐑩𐑬𐑑𐑤𐑔𐑣⊙𐑫𐑙𐑟          1747	                   surprise               
𐑛𐑥𐑩𐑯𐑑𐑤𐑲𐑣𐑣𐑓𐑙𐑟          1748	                   surround               
𐑨𐑥𐑽𐑹𐑑𐑤𐑚𐑵𐑮𐑒𐑳𐑟          1749	                   survey               
𐑼𐑥𐑾𐑗𐑑𐑤𐑔𐑵𐑢𐑖𐑳𐑟          1750	                   suspect               
𐑦𐑥𐑾𐑿𐑑𐑤𐑲𐑵𐑻𐑫𐑙𐑟          1751	                   sustain               
𐑛𐑶𐑾𐑬𐑑𐑤𐑚𐑝⊙𐑓𐑳𐑟          1752	                   swallow               
𐑨𐑶𐑭𐑯𐑑𐑤𐑔𐑝𐑣𐑒𐑕𐑟          1753	                   swamp               
𐑼𐑶𐑩𐑹𐑑𐑤𐑲𐑝𐑮𐑖𐑕𐑟          1754	                   swap               
𐑦𐑶𐑭𐑗𐑑𐑤𐑚𐑨𐑢𐑫𐑕𐑟          1755	                   swarm               
𐑛𐑸𐑭𐑿𐑑𐑤𐑔𐑨𐑻𐑓𐑳𐑟          1756	                   swear               
𐑨𐑸𐑭𐑬𐑑𐑤𐑲𐑨⊙𐑒𐑳𐑟          1757	                   sweet               
𐑼𐑸𐑭𐑯𐑑𐑤𐑚𐑣𐑣𐑖𐑕𐑟          1758	                   swift               
𐑦𐑸𐑩𐑹𐑑𐑤𐑔𐑣𐑮𐑫𐑕𐑟          1759	                   swim               
𐑛𐑡𐑭𐑗𐑑𐑧𐑲𐑣𐑢𐑓𐑕𐑟          1760	                   swing               
𐑨𐑡𐑽𐑿𐑑𐑧𐑚𐑵𐑻𐑒𐑕𐑟          1761	                   switch               
𐑼𐑡𐑭𐑬𐑑𐑧𐑔𐑵⊙𐑖𐑕𐑟          1762	                   sword               
𐑦𐑡𐑽𐑯𐑑𐑧𐑲𐑵𐑣𐑫𐑕𐑟          1763	                   symbol               
𐑛𐑰𐑾𐑹𐑑𐑧𐑚𐑝𐑮𐑓𐑕𐑟          1764	                   symptom               
𐑨𐑰𐑭𐑗𐑑𐑧𐑔𐑝𐑢𐑒𐑕𐑟          1765	                   syrup               
𐑼𐑰𐑽𐑿𐑑𐑧𐑲𐑝𐑻𐑖𐑕𐑟          1766	                   system               
𐑦𐑰𐑭𐑬𐑑𐑧𐑚𐑨⊙𐑫𐑳𐑟          1767	                   table               
𐑛𐑥𐑽𐑯𐑑𐑧𐑔𐑨𐑣𐑓𐑳𐑟          1768	                   tackle               
𐑨𐑥𐑾𐑹𐑑𐑧𐑲𐑨𐑮𐑒𐑕𐑟          1769	                   tag               
𐑼𐑥𐑩𐑗𐑑𐑧𐑚𐑣𐑢𐑖𐑳𐑟          1770	                   tail               
𐑦𐑥𐑽𐑿𐑑𐑧𐑔𐑣𐑻𐑫𐑳𐑟          1771	                   talent               
𐑛𐑶𐑩𐑬𐑑𐑧𐑲𐑣⊙𐑓𐑕𐑟          1772	                   talk               
𐑨𐑶𐑩𐑯𐑑𐑧𐑚𐑵𐑣𐑒𐑕𐑟          1773	                   tank               
𐑼𐑶𐑩𐑹𐑑𐑧𐑔𐑵𐑮𐑖𐑳𐑟          1774	                   tape               
𐑦𐑶𐑽𐑗𐑑𐑧𐑲𐑵𐑢𐑫𐑳𐑟          1775	                   target               
𐑛𐑸𐑩𐑿𐑑𐑧𐑚𐑝𐑻𐑓𐑕𐑟          1776	                   task               
𐑨𐑸𐑭𐑬𐑑𐑧𐑔𐑝⊙𐑒𐑳𐑟          1777	                   taste               
𐑼𐑸𐑽𐑯𐑑𐑧𐑲𐑝𐑣𐑖𐑙𐑟          1778	                   tattoo               
𐑦𐑸𐑩𐑹𐑑𐑧𐑚𐑨𐑮𐑫𐑳𐑟          1779	                   taxi               
𐑛𐑡𐑭𐑗𐑑𐑧𐑔𐑨𐑢𐑓𐑳𐑟          1780	                   teach               
𐑨𐑡𐑩𐑿𐑑𐑧𐑲𐑨𐑻𐑒𐑳𐑟          1781	                   team               
